num_files,source_x_size,source_y_size,source_z_size,tiles_x_count,tiles_y_count,tiles_z_count,buffer_z_size,separate_time_us,virtual_time_us
2,256,256,1000,1,1,2,10,143314,166675
2,256,256,1000,1,1,2,10,133809,165192
2,256,256,1000,1,1,2,10,132783,165247
2,256,256,1000,1,1,2,10,132825,165484
2,256,256,1000,1,1,2,10,132747,165006
2,256,256,1000,1,1,2,10,132583,165331
2,256,256,1000,1,1,2,10,132799,165124
2,256,256,1000,1,1,2,10,132778,165182
2,256,256,1000,1,1,2,10,132142,165630
2,256,256,1000,1,1,2,10,132429,165125
8,256,256,1000,2,2,2,10,746177,2301052
8,256,256,1000,2,2,2,10,703854,2314540
8,256,256,1000,2,2,2,10,706345,2308670
8,256,256,1000,2,2,2,10,705887,2302331
8,256,256,1000,2,2,2,10,703767,2303929
8,256,256,1000,2,2,2,10,706067,2303758
8,256,256,1000,2,2,2,10,704258,2306916
8,256,256,1000,2,2,2,10,705561,2298934
8,256,256,1000,2,2,2,10,706757,2301915
8,256,256,1000,2,2,2,10,703733,2301926
2,384,384,1000,1,1,2,10,262166,311387
2,384,384,1000,1,1,2,10,237980,308746
2,384,384,1000,1,1,2,10,237685,308618
2,384,384,1000,1,1,2,10,237846,308988
2,384,384,1000,1,1,2,10,238985,309277
2,384,384,1000,1,1,2,10,238026,309292
2,384,384,1000,1,1,2,10,238687,308846
2,384,384,1000,1,1,2,10,238032,308895
2,384,384,1000,1,1,2,10,237796,308896
2,384,384,1000,1,1,2,10,238158,308789
8,384,384,1000,2,2,2,10,1871927,4287508
8,384,384,1000,2,2,2,10,1782810,4288549
8,384,384,1000,2,2,2,10,1792319,4300826
8,384,384,1000,2,2,2,10,1782592,4289590
8,384,384,1000,2,2,2,10,1793457,4295994
8,384,384,1000,2,2,2,10,1788092,4295628
8,384,384,1000,2,2,2,10,1787500,4286851
8,384,384,1000,2,2,2,10,1787322,4297535
8,384,384,1000,2,2,2,10,1777673,4272316
8,384,384,1000,2,2,2,10,1791159,4266602
2,512,512,1000,1,1,2,10,430951,501815
2,512,512,1000,1,1,2,10,388223,495654
2,512,512,1000,1,1,2,10,388225,495931
2,512,512,1000,1,1,2,10,387953,496329
2,512,512,1000,1,1,2,10,387575,495534
2,512,512,1000,1,1,2,10,387462,495757
2,512,512,1000,1,1,2,10,387617,496153
2,512,512,1000,1,1,2,10,388083,495712
2,512,512,1000,1,1,2,10,387895,495684
2,512,512,1000,1,1,2,10,387376,495634
8,512,512,1000,2,2,2,10,4301881,6665152
8,512,512,1000,2,2,2,10,4154309,6618898
8,512,512,1000,2,2,2,10,4151200,6656404
8,512,512,1000,2,2,2,10,4161897,6622692
8,512,512,1000,2,2,2,10,4160409,6637969
8,512,512,1000,2,2,2,10,4145554,6624258
8,512,512,1000,2,2,2,10,4145086,6629409
8,512,512,1000,2,2,2,10,4153966,6659600
8,512,512,1000,2,2,2,10,4152064,6649009
8,512,512,1000,2,2,2,10,4143050,6642769
2,640,640,1000,1,1,2,10,698073,768992
2,640,640,1000,1,1,2,10,638542,766525
2,640,640,1000,1,1,2,10,638837,767461
2,640,640,1000,1,1,2,10,638893,756948
2,640,640,1000,1,1,2,10,637297,756165
2,640,640,1000,1,1,2,10,637967,758536
2,640,640,1000,1,1,2,10,638053,754434
2,640,640,1000,1,1,2,10,636467,754279
2,640,640,1000,1,1,2,10,636378,755567
2,640,640,1000,1,1,2,10,642928,763740
8,640,640,1000,2,2,2,10,6531363,9203744
8,640,640,1000,2,2,2,10,6306531,9145755
8,640,640,1000,2,2,2,10,6305491,9146254
8,640,640,1000,2,2,2,10,6308080,9145799
8,640,640,1000,2,2,2,10,6307365,9136715
8,640,640,1000,2,2,2,10,6339399,9323448
8,640,640,1000,2,2,2,10,6312822,9142176
8,640,640,1000,2,2,2,10,6316528,9130687
8,640,640,1000,2,2,2,10,6313593,9165483
8,640,640,1000,2,2,2,10,6307070,9140518
2,768,768,1000,1,1,2,10,1353057,1425952
2,768,768,1000,1,1,2,10,1275328,1423073
2,768,768,1000,1,1,2,10,1275888,1420726
2,768,768,1000,1,1,2,10,1275320,1421579
2,768,768,1000,1,1,2,10,1272814,1422687
2,768,768,1000,1,1,2,10,1273904,1419452
2,768,768,1000,1,1,2,10,1275052,1421902
2,768,768,1000,1,1,2,10,1272946,1422346
2,768,768,1000,1,1,2,10,1276460,1421259
2,768,768,1000,1,1,2,10,1271859,1419570
8,768,768,1000,2,2,2,10,9364329,12161410
8,768,768,1000,2,2,2,10,9014416,12116443
8,768,768,1000,2,2,2,10,9017696,12250908
8,768,768,1000,2,2,2,10,9014372,12122933
8,768,768,1000,2,2,2,10,9022211,12121021
8,768,768,1000,2,2,2,10,9011131,12113687
8,768,768,1000,2,2,2,10,9018075,12110345
8,768,768,1000,2,2,2,10,9015452,12154469
8,768,768,1000,2,2,2,10,9011474,12109912
8,768,768,1000,2,2,2,10,9013363,12125069
2,896,896,1000,1,1,2,10,2011949,2093379
2,896,896,1000,1,1,2,10,1899404,2079292
2,896,896,1000,1,1,2,10,1897572,2081664
2,896,896,1000,1,1,2,10,1899239,2081422
2,896,896,1000,1,1,2,10,1896306,2080341
2,896,896,1000,1,1,2,10,1896510,2080766
2,896,896,1000,1,1,2,10,1897783,2082029
2,896,896,1000,1,1,2,10,1898572,2082450
2,896,896,1000,1,1,2,10,1901887,2080755
2,896,896,1000,1,1,2,10,1900068,2081555
8,896,896,1000,2,2,2,10,12740944,15226938
8,896,896,1000,2,2,2,10,12275950,15146144
8,896,896,1000,2,2,2,10,12273712,15169956
8,896,896,1000,2,2,2,10,12281220,15201468
8,896,896,1000,2,2,2,10,12274751,15157074
8,896,896,1000,2,2,2,10,12282179,15198304
8,896,896,1000,2,2,2,10,12469762,15496324
8,896,896,1000,2,2,2,10,12682013,15584578
8,896,896,1000,2,2,2,10,12672931,15588421
8,896,896,1000,2,2,2,10,12690467,15611682
2,1024,1024,1000,1,1,2,10,2623733,2720843
2,1024,1024,1000,1,1,2,10,2476419,2711996
2,1024,1024,1000,1,1,2,10,2474810,2709781
2,1024,1024,1000,1,1,2,10,2478014,2713078
2,1024,1024,1000,1,1,2,10,2478018,2711463
2,1024,1024,1000,1,1,2,10,2473688,2708493
2,1024,1024,1000,1,1,2,10,2485291,2708109
2,1024,1024,1000,1,1,2,10,2485505,2712232
2,1024,1024,1000,1,1,2,10,2481458,2708342
2,1024,1024,1000,1,1,2,10,2481779,2710480
8,1024,1024,1000,2,2,2,10,16524735,18530433
8,1024,1024,1000,2,2,2,10,15838971,18480953
8,1024,1024,1000,2,2,2,10,16179634,18868620
8,1024,1024,1000,2,2,2,10,16423636,18993781
8,1024,1024,1000,2,2,2,10,16398210,18977191
8,1024,1024,1000,2,2,2,10,16389354,19023355
8,1024,1024,1000,2,2,2,10,16445625,19006779
8,1024,1024,1000,2,2,2,10,16381321,18974363
8,1024,1024,1000,2,2,2,10,16381815,18994970
8,1024,1024,1000,2,2,2,10,16433650,19012435
